t,j,m,price
2017/2018,41102080,,0.313588
2017/2018,41102110,,0.313588
2017/2018,41102150,,0.313588
2017/2018,41102210,,0.513629
2017/2018,41102990,,0.324732
2017/2018,41103010,,0.322022
2017/2018,41103070,,0.290049
2017/2018,41103990,,0.285413
2017/2018,41104010,,0.237387
2017/2018,41104020,,0.285413
2017/2018,41104040,,0.386524
2017/2018,41104080,,0.285413
2017/2018,41104110,,0.285413
2017/2018,41104200,,0.285413
2017/2018,41104250,,1.235069
2017/2018,41105990,,0.263622
2017/2018,41106010,,0.183994
2017/2018,41106020,,0.263622
2017/2018,41106080,,0.263622
2017/2018,41106110,,0.263622
2017/2018,41106510,,0.172938
2017/2018,41107010,,0.929607
2017/2018,41108010,,0.267658
2017/2018,41201010,,0.254266
2017/2018,41201050,,0.252038
2017/2018,41202510,,0.242699
2017/2018,41203030,,0.977719
2017/2018,41205010,,0.260791
2017/2018,41205017,,0.260791
2017/2018,41205030,,0.422214
2017/2018,41205040,,0.260791
2017/2018,41205050,,1.063078
2017/2018,41205070,,1.14818
2017/2018,41205075,,1.143646
2017/2018,41205100,,1.465065
2017/2018,41206030,,0.487357
2017/2018,41208030,,0.221807
2017/2018,41208100,,0.386612
2017/2018,41209000,,1.694779
2017/2018,41221020,,0.522414
2017/2018,41300990,,0.280443
2017/2018,41301010,,0.170202
2017/2018,41301990,,0.32108
2017/2018,41302010,,0.789823
2017/2018,41302020,,0.32108
2017/2018,41302040,,0.540572
2017/2018,41302080,,0.320813
2017/2018,41303010,,0.140336
2017/2018,41304000,,1.584858
2017/2018,41304970,,0.482452
2017/2018,41304990,,0.188086
2017/2018,41305000,,0.482452
2017/2018,41311000,,1.163934
2017/2018,41311030,,0.695439
2017/2018,41311040,,0.454678
2017/2018,41420010,,0.598821
2017/2018,41420020,,0.691402
2017/2018,41420050,,1.649491
2017/2018,41420100,,1.135676
2017/2018,41420110,,5.421199
2017/2018,41420200,,5.421199
2017/2018,41420250,,0.843256
2017/2018,41420300,,0.5864
2017/2018,41420350,,0.5864
2017/2018,41420380,,0.919396
2017/2018,41420400,,0.729678
2017/2018,41420410,,0.729678
2017/2018,41420450,,0.818159
2017/2018,41421010,,0.598821
2017/2018,41425010,,0.243763
2017/2018,41440000,,0.923128
2017/2018,41480020,,1.389649
2017/2018,41601010,,0.336015
2017/2018,41601020,,0.336065
2017/2018,41601030,,0.441086
2017/2018,41601070,,0.617147
2017/2018,41601130,,0.354916
2017/2018,41601140,,0.336015
2017/2018,41601180,,0.336065
2017/2018,41601200,,0.263622
2017/2018,41602020,,0.436829
2017/2018,41602030,,0.306293
2017/2018,41602070,,0.345055
2017/2018,41603010,,0.452767
2017/2018,41810200,,2.78714
2017/2018,41810250,,2.504788
2017/2018,41810400,,1.448084
2017/2018,41810600,,1.483868
2017/2018,41810610,,1.474145
2017/2018,41811400,,1.250146
2017/2018,41811800,,1.348664
2017/2018,41811890,,1.431342
2017/2018,41812000,,0.629907
2017/2018,41812450,,0.571468
2017/2018,41812510,,0.554062
2017/2018,41812800,,0.267429
2017/2018,42100050,,1.335744
2017/2018,42100100,,1.86759
2017/2018,42101000,,1.92994
2017/2018,42101110,,1.835493
2017/2018,42101120,,1.720467
2017/2018,42101130,,1.843931
2017/2018,42101300,,1.959495
2017/2018,42101350,,2.406457
2017/2018,42102000,,2.563292
2017/2018,42104050,,2.508193
2017/2018,42104100,,1.88279
2017/2018,42104105,,2.045382
2017/2018,42104110,,1.872872
2017/2018,42104500,,2.243683
2017/2018,42105000,,1.530603
2017/2018,42106020,,0.874141
2017/2018,42107000,,1.80066
2017/2018,42109100,,3.604103
2017/2018,42110000,,1.672309
2017/2018,42110050,,1.811504
2017/2018,42110100,,1.24985
2017/2018,42110110,,1.613164
2017/2018,42110120,,1.466719
2017/2018,42110150,,2.055168
2017/2018,42110160,,1.717543
2017/2018,42110300,,1.734169
2017/2018,42111000,,0.585108
2017/2018,42111030,,0.359267
2017/2018,42111040,,0.466486
2017/2018,42111100,,0.570727
2017/2018,42111110,,0.608337
2017/2018,42111200,,0.627553
2017/2018,42111205,,0.63733
2017/2018,42111210,,0.610885
2017/2018,42111500,,0.748135
2017/2018,42112000,,2.465712
2017/2018,42112100,,2.465712
2017/2018,42112200,,2.917534
2017/2018,42112210,,2.465712
2017/2018,42112300,,3.151615
2017/2018,42113000,,6.669122
2017/2018,42114130,,1.950908
2017/2018,42114140,,1.975905
2017/2018,42114142,,1.641372
2017/2018,42114145,,2.584255
2017/2018,42116000,,1.741183
2017/2018,42116100,,3.556921
2017/2018,42200500,,1.766285
2017/2018,42200600,,1.507795
2017/2018,42201000,,2.069454
2017/2018,42202000,,0.51391
2017/2018,42202010,,0.51391
2017/2018,42202100,,0.51391
2017/2018,42202130,,0.51391
2017/2018,42202150,,0.51391
2017/2018,42203000,,0.520552
2017/2018,42204050,,1.219443
2017/2018,42204100,,0.40242
2017/2018,42301015,,0.425221
2017/2018,42301020,,0.43441
2017/2018,42301025,,0.43441
2017/2018,42301125,,0.43441
2017/2018,42302010,,0.409246
2017/2018,42302015,,0.409246
2017/2018,42302020,,0.416793
2017/2018,42302025,,0.416793
2017/2018,42302055,,0.409246
2017/2018,42302060,,0.416793
2017/2018,42302065,,0.416793
2017/2018,42302105,,0.454381
2017/2018,42302110,,0.461929
2017/2018,42302115,,0.461929
2017/2018,42302155,,0.454381
2017/2018,42302160,,0.461929
2017/2018,42302165,,0.461929
2017/2018,42303100,,0.409246
2017/2018,42402010,,0.559206
2017/2018,42403010,,0.417913
2017/2018,42404010,,0.344508
2017/2018,42500000,,1.369083
2017/2018,42500100,,1.405574
2017/2018,42501000,,1.402448
2017/2018,42501500,,1.257435
2017/2018,42502100,,1.698111
2017/2018,43101050,,3.15901
2017/2018,43101100,,1.062699
2017/2018,43101150,,1.062699
2017/2018,43102000,,1.076177
2017/2018,43102100,,1.586395
2017/2018,43102300,,1.073222
2017/2018,43102400,,1.076177
2017/2018,43103000,,4.405306
2017/2018,43103300,,1.538477
2017/2018,43104000,,0.860962
2017/2018,43107000,,1.062699
2017/2018,43108010,,1.251176
2017/2018,51000100,,0.4049
2017/2018,51000110,,0.44539
2017/2018,51000180,,0.4049
2017/2018,51000200,,0.709869
2017/2018,51000300,,0.486864
2017/2018,51101000,,0.37792
2017/2018,51101010,,0.415712
2017/2018,51101050,,0.37792
2017/2018,51101060,,0.415712
2017/2018,51105040,,0.688785
2017/2018,51106010,,0.37792
2017/2018,51107010,,0.552128
2017/2018,51108010,,0.804324
2017/2018,51108100,,1.163982
2017/2018,51109010,,0.470139
2017/2018,51109040,,0.517153
2017/2018,51109100,,0.625877
2017/2018,51109150,,0.625877
2017/2018,51111010,,0.931417
2017/2018,51113010,,0.691819
2017/2018,51113100,,0.761
2017/2018,51119010,,0.875593
2017/2018,51121015,,0.712875
2017/2018,51121025,,0.712875
2017/2018,51121035,,0.712875
2017/2018,51121045,,0.748909
2017/2018,51121055,,0.712875
2017/2018,51121065,,0.748909
2017/2018,51121075,,0.83991
2017/2018,51122100,,0.448568
2017/2018,51127010,,0.492983
2017/2018,51127020,,0.542282
2017/2018,51129010,,0.685954
2017/2018,51129020,,0.754549
2017/2018,51133010,,0.55892
2017/2018,51133020,,0.614812
2017/2018,51135000,,0.805788
2017/2018,51136000,,0.580023
2017/2018,51140100,,0.37792
2017/2018,51150000,,0.65252
2017/2018,51153000,,0.644114
2017/2018,51154010,,0.475447
2017/2018,51154100,,0.443382
2017/2018,51154550,,0.690126
2017/2018,51154600,,1.161968
2017/2018,51155000,,0.757437
2017/2018,51156500,,2.037825
2017/2018,51157000,,0.640154
2017/2018,51158100,,0.318484
2017/2018,51159000,,0.567137
2017/2018,51160000,,0.745038
2017/2018,51160100,,0.710916
2017/2018,51160110,,0.626668
2017/2018,51161000,,1.031984
2017/2018,51161050,,0.943824
2017/2018,51161250,,0.874333
2017/2018,51161270,,0.865891
2017/2018,51166000,,1.009775
2017/2018,51166100,,1.364617
2017/2018,51166200,,0.971877
2017/2018,51167000,,0.946619
2017/2018,51180010,,0.555695
2017/2018,51180030,,0.542396
2017/2018,51180080,,0.491783
2017/2018,51182010,,0.268207
2017/2018,51182020,,0.716538
2017/2018,51183990,,1.180513
2017/2018,51184000,,2.065926
2017/2018,51184200,,1.180513
2017/2018,51184210,,1.180513
2017/2018,51184220,,0.872391
2017/2018,51184230,,0.781478
2017/2018,51184240,,0.781478
2017/2018,51184250,,0.781478
2017/2018,51184260,,0.781478
2017/2018,51185000,,0.699408
2017/2018,51186010,,0.677177
2017/2018,51186100,,0.711002
2017/2018,51186160,,0.762317
2017/2018,51187000,,1.025507
2017/2018,51187020,,1.590295
2017/2018,51188100,,0.762385
2017/2018,51300050,,0.408638
2017/2018,51300060,,0.449501
2017/2018,51300100,,0.631692
2017/2018,51300110,,0.490388
2017/2018,51300120,,0.539426
2017/2018,51300140,,0.490388
2017/2018,51300175,,1.051783
2017/2018,51300180,,0.485535
2017/2018,51300185,,0.485535
2017/2018,51300210,,0.713875
2017/2018,51300300,,0.704889
2017/2018,51300310,,0.775378
2017/2018,51301010,,0.392009
2017/2018,51301020,,0.43121
2017/2018,51301040,,0.392009
2017/2018,51301050,,0.43121
2017/2018,51301120,,1.00927
2017/2018,51301510,,0.562768
2017/2018,51301540,,0.502488
2017/2018,51301600,,0.873114
2017/2018,51301620,,1.051783
2017/2018,51301700,,0.493465
2017/2018,51301750,,0.631692
2017/2018,51301800,,0.541391
2017/2018,51301805,,0.562065
2017/2018,51301820,,0.491828
2017/2018,51303010,,0.715967
2017/2018,51303030,,0.786055
2017/2018,51303100,,0.715967
2017/2018,51320010,,0.665099
2017/2018,51320060,,0.640873
2017/2018,51320070,,0.543096
2017/2018,51320500,,0.780936
2017/2018,51320550,,0.665361
2017/2018,51320560,,0.618293
2017/2018,51320700,,0.461647
2017/2018,51320710,,0.752194
2017/2018,51320720,,0.801929
2017/2018,51401010,,0.673841
2017/2018,51401020,,0.741225
2017/2018,51420000,,0.918769
2017/2018,51421000,,0.709869
2017/2018,51501010,,0.458262
2017/2018,51501020,,0.504089
2017/2018,51501040,,0.394803
2017/2018,51501050,,0.434283
2017/2018,51502010,,0.65252
2017/2018,51601010,,0.560346
2017/2018,51601020,,0.509405
2017/2018,51601210,,0.778342
2017/2018,51620030,,0.627656
2017/2018,51630000,,0.537622
2017/2018,51630100,,0.542317
2017/2018,51806010,,1.129641
2017/2018,51808000,,1.288162
2017/2018,51808010,,1.860403
2017/2018,51808100,,1.691275
2017/2018,52101000,,0.419498
2017/2018,52102040,,0.416143
2017/2018,52103000,,0.684119
2017/2018,52104010,,0.416868
2017/2018,52104100,,0.942392
2017/2018,52104200,,0.416143
2017/2018,52105100,,1.204819
2017/2018,52201000,,0.802134
2017/2018,52202060,,0.802134
2017/2018,52204000,,0.663383
2017/2018,52206010,,1.173642
2017/2018,52208010,,0.802134
2017/2018,52209010,,0.60954
2017/2018,52215000,,0.367301
2017/2018,52215100,,0.192818
2017/2018,52215200,,0.466047
2017/2018,52215260,,0.704766
2017/2018,52215300,,0.881756
2017/2018,52215350,,1.342126
2017/2018,52220110,,0.802134
2017/2018,52301000,,0.989528
2017/2018,52302010,,1.075614
2017/2018,52302020,,1.075614
2017/2018,52302500,,1.094324
2017/2018,52302600,,1.375359
2017/2018,52304000,,1.305537
2017/2018,52304010,,0.845002
2017/2018,52304100,,0.776116
2017/2018,52306010,,0.927817
2017/2018,52306500,,0.894777
2017/2018,52306700,,1.015087
2017/2018,52401000,,0.568033
2017/2018,52403000,,0.460723
2017/2018,52404060,,0.965119
2017/2018,52405010,,0.989397
2017/2018,52407000,,0.842807
2017/2018,52408000,,0.675138
2017/2018,53100100,,1.30581
2017/2018,53101250,,1.222058
2017/2018,53102100,,1.136026
2017/2018,53102200,,1.130762
2017/2018,53102700,,1.084852
2017/2018,53104100,,1.725373
2017/2018,53104260,,1.024015
2017/2018,53104500,,1.361719
2017/2018,53104600,,1.616931
2017/2018,53105270,,1.090263
2017/2018,53105275,,1.016205
2017/2018,53105300,,0.919744
2017/2018,53106500,,0.982998
2017/2018,53108200,,0.754497
2017/2018,53109200,,0.751938
2017/2018,53110000,,0.925696
2017/2018,53112100,,1.072624
2017/2018,53114000,,1.328971
2017/2018,53114100,,0.796058
2017/2018,53115100,,1.658663
2017/2018,53115200,,1.354036
2017/2018,53115310,,0.685596
2017/2018,53115320,,1.35782
2017/2018,53115410,,1.264892
2017/2018,53115450,,1.112089
2017/2018,53116000,,0.941894
2017/2018,53116020,,1.083251
2017/2018,53116500,,1.141082
2017/2018,53116510,,1.120182
2017/2018,53116600,,1.511199
2017/2018,53116650,,0.874333
2017/2018,53117100,,1.01377
2017/2018,53117200,,0.86917
2017/2018,53118100,,1.223675
2017/2018,53118200,,1.355454
2017/2018,53118300,,1.485964
2017/2018,53118410,,0.967283
2017/2018,53118500,,1.766022
2017/2018,53118550,,1.094184
2017/2018,53120270,,1.233089
2017/2018,53120275,,1.21343
2017/2018,53121270,,0.839264
2017/2018,53121275,,1.15411
2017/2018,53122080,,1.275765
2017/2018,53123070,,1.276052
2017/2018,53123080,,1.275162
2017/2018,53124110,,1.032179
2017/2018,53200100,,0.648696
2017/2018,53201000,,0.798999
2017/2018,53203000,,0.924448
2017/2018,53203500,,1.45389
2017/2018,53204000,,1.590423
2017/2018,53204010,,0.775335
2017/2018,53204100,,0.989104
2017/2018,53204840,,1.661943
2017/2018,53205260,,0.861971
2017/2018,53206000,,0.775915
2017/2018,53206020,,0.775915
2017/2018,53206030,,2.12569
2017/2018,53206100,,0.948843
2017/2018,53206500,,0.510228
2017/2018,53206550,,1.530397
2017/2018,53207000,,0.731811
2017/2018,53208000,,0.833767
2017/2018,53209005,,0.863004
2017/2018,53209010,,0.959302
2017/2018,53209015,,0.743369
2017/2018,53209020,,2.168662
2017/2018,53209100,,0.658723
2017/2018,53209500,,0.306924
2017/2018,53210000,,1.107756
2017/2018,53210900,,0.93952
2017/2018,53215500,,0.865701
2017/2018,53220030,,0.833813
2017/2018,53220040,,0.833813
2017/2018,53222010,,1.859899
2017/2018,53222020,,1.819221
2017/2018,53223100,,1.504903
2017/2018,53224000,,1.321149
2017/2018,53224250,,1.382802
2017/2018,53225000,,1.449537
2017/2018,53226000,,0.643691
2017/2018,53226500,,1.124654
2017/2018,53226550,,1.124654
2017/2018,53230000,,1.046484
2017/2018,53231400,,1.504903
2017/2018,53233000,,0.858086
2017/2018,53233010,,0.858086
2017/2018,53233040,,0.858086
2017/2018,53233050,,0.376699
2017/2018,53233100,,0.909091
2017/2018,53234000,,0.811848
2017/2018,53234100,,0.870414
2017/2018,53235000,,0.814746
2017/2018,53235500,,0.511461
2017/2018,53237010,,0.376699
2017/2018,53238000,,0.454899
2017/2018,53239000,,1.050138
2017/2018,53239010,,2.387791
2017/2018,53239050,,0.97862
2017/2018,53239100,,3.083747
2017/2018,53240000,,0.50512
2017/2018,53240010,,0.720383
2017/2018,53241500,,0.924448
2017/2018,53241510,,0.885949
2017/2018,53241600,,0.68049
2017/2018,53242000,,0.811891
2017/2018,53243000,,0.609004
2017/2018,53243050,,2.165996
2017/2018,53244010,,1.137292
2017/2018,53244020,,0.918451
2017/2018,53247000,,0.949678
2017/2018,53247050,,0.949678
2017/2018,53247500,,0.971514
2017/2018,53260030,,1.427501
2017/2018,53260200,,0.930903
2017/2018,53260300,,1.557479
2017/2018,53260400,,1.291601
2017/2018,53260500,,1.082933
2017/2018,53260600,,0.947867
2017/2018,53261000,,1.944021
2017/2018,53270100,,0.710808
2017/2018,53300100,,0.6305
2017/2018,53300170,,0.78737
2017/2018,53301000,,0.562645
2017/2018,53301070,,0.776552
2017/2018,53301080,,0.776552
2017/2018,53301500,,0.890296
2017/2018,53303000,,0.610837
2017/2018,53303500,,0.5895
2017/2018,53304000,,0.682299
2017/2018,53305000,,0.592348
2017/2018,53305010,,0.755591
2017/2018,53307000,,0.582665
2017/2018,53307050,,0.640475
2017/2018,53310050,,0.875442
2017/2018,53312000,,1.456024
2017/2018,53314000,,1.251227
2017/2018,53341000,,0.702767
2017/2018,53341750,,1.066681
2017/2018,53342000,,0.903013
2017/2018,53343000,,0.684181
2017/2018,53344200,,1.787429
2017/2018,53344300,,1.011637
2017/2018,53346000,,0.953445
2017/2018,53346500,,0.727152
2017/2018,53347000,,0.576015
2017/2018,53347600,,0.56453
2017/2018,53348000,,0.809129
2017/2018,53360000,,0.520177
2017/2018,53381000,,0.731515
2017/2018,53385000,,0.776485
2017/2018,53385500,,1.10592
2017/2018,53386000,,0.496043
2017/2018,53391000,,0.923518
2017/2018,53391100,,1.048387
2017/2018,53400200,,1.269174
2017/2018,53410100,,0.702983
2017/2018,53410500,,0.625159
2017/2018,53410800,,0.674726
2017/2018,53410900,,0.660466
2017/2018,53415120,,0.891378
2017/2018,53415220,,0.584501
2017/2018,53420100,,0.997432
2017/2018,53420310,,0.788722
2017/2018,53430000,,2.588018
2017/2018,53430100,,1.781035
2017/2018,53430200,,1.96298
2017/2018,53430700,,0.671566
2017/2018,53440000,,0.971099
2017/2018,53440300,,1.201748
2017/2018,53441110,,1.533326
2017/2018,53450000,,1.062635
2017/2018,53451500,,1.040606
2017/2018,53452100,,1.011637
2017/2018,53452120,,1.224373
2017/2018,53452200,,2.221211
2017/2018,53452400,,0.767022
2017/2018,53452420,,1.245742
2017/2018,53452500,,1.202619
2017/2018,53453150,,1.166089
2017/2018,53453170,,0.926108
2017/2018,53510000,,0.811763
2017/2018,53510100,,0.752735
2017/2018,53511000,,0.902086
2017/2018,53520000,,0.781485
2017/2018,53520100,,0.811262
2017/2018,53520120,,0.804682
2017/2018,53520130,,0.753465
2017/2018,53520135,,0.761783
2017/2018,53520140,,0.904182
2017/2018,53520160,,0.685961
2017/2018,53520170,,0.788722
2017/2018,53520200,,0.785042
2017/2018,53521110,,0.579818
2017/2018,53521130,,0.579818
2017/2018,53521210,,0.718101
2017/2018,53521230,,0.95932
2017/2018,53530000,,0.471733
2017/2018,53530010,,0.471733
2017/2018,53610100,,1.059678
2017/2018,53610170,,1.032527
2017/2018,53610200,,1.112668
2017/2018,53710400,,1.453956
2017/2018,53710500,,0.822729
2017/2018,53710504,,1.123426
2017/2018,53710600,,1.741384
2017/2018,53710700,,1.839087
2017/2018,53710800,,1.569683
2017/2018,53710810,,3.205633
2017/2018,53710900,,1.077222
2017/2018,53710902,,1.136167
2017/2018,53710904,,1.132357
2017/2018,53710906,,0.984732
2017/2018,53711000,,0.946308
2017/2018,53711002,,0.946308
2017/2018,53711004,,4.316554
2017/2018,53711006,,0.933192
2017/2018,53712000,,1.256415
2017/2018,53712100,,1.107601
2017/2018,53712200,,1.25088
2017/2018,53712210,,1.25088
2017/2018,53713100,,1.25088
2017/2018,53714200,,1.246318
2017/2018,53714210,,1.245612
2017/2018,53714220,,1.429447
2017/2018,53714250,,0.930301
2017/2018,53714300,,0.99905
2017/2018,53714400,,1.124654
2017/2018,53714500,,0.878227
2017/2018,53714520,,0.875289
2017/2018,53720100,,1.945055
2017/2018,53720200,,1.652011
2017/2018,53720300,,2.28629
2017/2018,53720500,,2.038668
2017/2018,53720610,,2.181423
2017/2018,53720800,,1.857626
2017/2018,53729000,,2.038668
2017/2018,53803100,,1.600807
2017/2018,53803250,,1.829553
2017/2018,54001000,,0.854908
2017/2018,54102010,,0.79576
2017/2018,54102015,,1.044355
2017/2018,54102020,,0.932273
2017/2018,54102050,,0.876915
2017/2018,54102060,,1.046484
2017/2018,54102100,,0.757357
2017/2018,54102200,,1.08954
2017/2018,54103000,,1.122329
2017/2018,54200100,,0.634693
2017/2018,54202020,,0.522056
2017/2018,54204020,,0.961065
2017/2018,54204030,,1.026586
2017/2018,54301010,,0.763548
2017/2018,54301020,,1.654302
2017/2018,54301030,,0.653089
2017/2018,54301100,,0.763548
2017/2018,54304000,,0.921615
2017/2018,54304005,,0.853491
2017/2018,54304020,,0.980649
2017/2018,54304100,,1.010361
2017/2018,54304150,,1.483414
2017/2018,54305020,,1.22368
2017/2018,54307000,,0.658326
2017/2018,54308000,,1.332586
2017/2018,54313000,,0.750367
2017/2018,54318000,,1.779588
2017/2018,54318500,,1.535776
2017/2018,54319000,,2.31897
2017/2018,54319005,,2.434843
2017/2018,54319020,,1.699089
2017/2018,54319500,,1.113959
2017/2018,54325000,,0.541724
2017/2018,54325010,,0.547657
2017/2018,54325060,,0.453195
2017/2018,54326000,,1.013956
2017/2018,54328100,,0.715864
2017/2018,54328105,,0.877544
2017/2018,54328110,,0.679588
2017/2018,54328120,,0.724835
2017/2018,54328200,,0.855115
2017/2018,54328210,,1.013151
2017/2018,54336000,,2.190421
2017/2018,54336100,,1.927598
2017/2018,54337010,,1.139611
2017/2018,54337020,,1.028961
2017/2018,54337030,,1.030703
2017/2018,54337060,,1.026586
2017/2018,54338000,,0.876915
2017/2018,54338010,,0.932004
2017/2018,54338020,,1.037463
2017/2018,54338100,,0.961065
2017/2018,54340100,,2.240472
2017/2018,54340110,,2.592586
2017/2018,54350010,,4.778193
2017/2018,54350020,,4.871279
2017/2018,54360000,,4.71095
2017/2018,54401011,,1.161282
2017/2018,54401021,,1.022315
2017/2018,54401026,,1.136418
2017/2018,54401031,,0.981886
2017/2018,54401035,,1.113548
2017/2018,54401055,,1.224842
2017/2018,54401065,,1.312447
2017/2018,54401075,,0.771015
2017/2018,54401081,,1.159858
2017/2018,54401085,,0.934681
2017/2018,54401090,,0.914234
2017/2018,54401110,,1.025807
2017/2018,54401111,,1.03667
2017/2018,54401112,,1.074186
2017/2018,54401121,,1.624812
2017/2018,54401122,,1.300621
2017/2018,54402080,,0.771015
2017/2018,54402200,,1.090002
2017/2018,54402700,,1.221089
2017/2018,54403001,,0.594568
2017/2018,54403005,,0.627232
2017/2018,54403006,,0.977184
2017/2018,54403010,,0.492606
2017/2018,54403040,,1.513204
2017/2018,54403045,,0.977184
2017/2018,54403046,,0.627232
2017/2018,54403051,,0.594568
2017/2018,54403052,,0.717218
2017/2018,54403054,,0.774178
2017/2018,54403056,,0.594568
2017/2018,54403057,,0.852988
2017/2018,54403059,,0.71935
2017/2018,54403062,,0.722894
2017/2018,54403080,,1.682038
2017/2018,54403081,,1.997548
2017/2018,54403082,,2.619613
2017/2018,54403083,,1.997548
2017/2018,54403085,,1.42482
2017/2018,54403086,,2.266565
2017/2018,54403087,,1.501474
2017/2018,54403088,,1.539921
2017/2018,54403089,,1.378469
2017/2018,54403091,,1.993483
2017/2018,54403110,,1.035382
2017/2018,54403120,,0.906248
2017/2018,54403160,,1.419682
2017/2018,54404010,,1.372354
2017/2018,54406010,,2.046362
2017/2018,54408000,,0.786595
2017/2018,54408016,,0.644376
2017/2018,54408017,,0.644376
2017/2018,54408030,,0.644376
2017/2018,54408070,,0.795055
2017/2018,54408081,,1.409774
2017/2018,54408105,,1.167487
2017/2018,54408110,,1.272592
2017/2018,54408190,,1.533158
2017/2018,54408200,,1.619812
2017/2018,54408210,,1.441725
2017/2018,54408250,,1.258517
2017/2018,54408300,,1.227291
2017/2018,54408310,,0.842921
2017/2018,54408405,,0.599026
2017/2018,54408410,,0.667083
2017/2018,54408415,,0.667083
2017/2018,54408420,,0.667083
2017/2018,54408422,,0.667083
2017/2018,54408456,,0.667083
2017/2018,54408470,,1.0355
2017/2018,54408475,,0.667083
2017/2018,54408485,,0.667083
2017/2018,54408487,,0.321907
2017/2018,54420210,,1.374798
2017/2018,54420220,,0.831175
2017/2018,54440010,,1.448634
2017/2018,54440020,,1.360725
2017/2018,55100005,,0.521425
2017/2018,55100010,,0.525517
2017/2018,55100020,,0.466894
2017/2018,55100025,,0.588517
2017/2018,55100030,,0.526745
2017/2018,55100035,,0.521425
2017/2018,55100050,,0.521425
2017/2018,55100060,,0.465156
2017/2018,55100065,,0.29593
2017/2018,55100080,,0.521425
2017/2018,55101000,,0.521425
2017/2018,55101015,,0.521425
2017/2018,55103000,,0.466894
2017/2018,55103020,,0.317427
2017/2018,55105200,,0.289134
2017/2018,55106000,,0.521425
2017/2018,55200010,,0.738198
2017/2018,55200020,,0.738063
2017/2018,55200030,,0.203789
2017/2018,55200040,,0.769778
2017/2018,55200050,,0.727777
2017/2018,55200060,,0.925796
2017/2018,55200070,,0.925796
2017/2018,55200090,,0.718088
2017/2018,55200100,,0.718295
2017/2018,55200110,,0.566515
2017/2018,55200120,,0.533806
2017/2018,55200130,,0.374281
2017/2018,55200200,,0.718295
2017/2018,55201000,,0.34998
2017/2018,55203000,,0.530727
2017/2018,55203700,,0.360375
2017/2018,55205000,,0.359346
2017/2018,55211050,,0.341668
2017/2018,55212000,,0.351091
2017/2018,55300010,,0.673328
2017/2018,55300020,,0.66292
2017/2018,55300050,,0.66292
2017/2018,55300060,,0.3371
2017/2018,55301000,,0.66292
2017/2018,55301015,,0.66292
2017/2018,55301031,,0.738259
2017/2018,55301040,,0.673328
2017/2018,55301055,,0.930784
2017/2018,55401000,,3.089229
2017/2018,55501000,,0.121931
2017/2018,55610300,,0.620507
2017/2018,55701000,,1.511199
2017/2018,55702000,,0.156059
2017/2018,55702100,,0.521425
2017/2018,55703000,,0.472155
2017/2018,55801000,,0.761876
2017/2018,55801010,,1.011637
2017/2018,56104000,,0.756342
2017/2018,56112000,,0.496566
2017/2018,56113000,,0.803597
2017/2018,56113990,,0.25303
2017/2018,56116000,,0.795127
2017/2018,56116990,,0.268128
2017/2018,56117090,,0.249779
2017/2018,56130000,,0.256523
2017/2018,56132990,,0.121382
2017/2018,56140100,,0.114248
2017/2018,56200390,,0.108533
2017/2018,56200400,,0.108533
2017/2018,56200490,,0.356136
2017/2018,56200500,,0.356136
2017/2018,56200510,,0.356756
2017/2018,56200990,,0.043747
2017/2018,56201000,,0.032458
2017/2018,56201040,,0.043747
2017/2018,56201050,,0.043747
2017/2018,56201051,,0.032458
2017/2018,56201052,,0.043747
2017/2018,56201055,,0.144063
2017/2018,56201056,,0.134581
2017/2018,56201090,,0.159385
2017/2018,56201091,,0.151023
2017/2018,56201092,,0.159385
2017/2018,56201210,,0.131724
2017/2018,56201220,,0.146033
2017/2018,56201342,,0.213074
2017/2018,56201515,,0.107814
2017/2018,56201517,,0.041379
2017/2018,56201540,,0.139208
2017/2018,56201600,,0.150622
2017/2018,56202000,,0.061534
2017/2018,56202900,,0.111546
2017/2018,56202905,,0.125542
2017/2018,56202910,,0.201218
2017/2018,56203000,,0.073111
2017/2018,56203055,,0.08357
2017/2018,56203056,,0.073111
2017/2018,56203057,,0.08357
2017/2018,56203066,,0.174142
2017/2018,56203067,,0.182831
2017/2018,56203076,,0.246175
2017/2018,56203077,,0.253602
2017/2018,56203086,,0.146437
2017/2018,56203087,,0.160265
2017/2018,56203096,,0.227787
2017/2018,56203097,,0.238957
2017/2018,56203106,,0.285788
2017/2018,56203125,,0.195224
2017/2018,56203130,,0.183741
2017/2018,56203135,,0.195224
2017/2018,56203155,,0.222179
2017/2018,56203160,,0.232519
2017/2018,56203175,,0.183741
2017/2018,56203180,,0.195224
2017/2018,56203510,,0.164777
2017/2018,56203555,,0.164777
2017/2018,56203560,,0.177428
2017/2018,56203600,,0.159752
2017/2018,56203610,,0.150651
2017/2018,56203620,,0.159752
2017/2018,56204000,,0.391699
2017/2018,56204005,,0.393361
2017/2018,56204010,,0.391699
2017/2018,56205000,,0.110812
2017/2018,56205001,,0.744832
2017/2018,56205002,,0.093141
2017/2018,56205004,,0.105983
2017/2018,56205006,,0.091753
2017/2018,56205007,,0.095294
2017/2018,56205008,,0.089641
2017/2018,56205011,,0.241928
2017/2018,56205012,,0.212468
2017/2018,56205018,,0.743571
2017/2018,56205060,,0.156498
2017/2018,56205070,,0.14005
2017/2018,56205080,,0.076875
2017/2018,56205090,,0.157355
